N,Name,Current Price,Change,Change Rate,Volume,Trading Value,Market Cap,Shares,Foreign Ratio,PER,ROE,토론
250,롯데리츠,"3,910",하락15,-0.38%,500,"9,500","242,969",8.42,"34,900",126.13,0.29,
251,코오롱인더,"34,500",하락350,-1.00%,"5,000","9,494","27,519",12.71,"16,383",25.37,1.58,
252,솔루엠,"18,470",하락120,-0.65%,500,"9,236","50,006",21.68,"25,138",13.64,34.83,
253,미래에셋생명,"5,210",하락30,-0.57%,"5,000","9,223","177,016",1.49,"3,576",17.72,3.35,
254,솔루스첨단소재,"12,720",하락100,-0.78%,100,"8,932","70,217",6.20,"37,298",5.41,29.34,
255,덴티움,"80,400",하락800,-0.99%,500,"8,899","11,069",15.26,"11,975",9.33,23.02,
256,KODEX 코스닥150,"12,665",하락100,-0.78%,0,"8,884","70,150",0.78,"621,952",N/A,N/A,
257,SK오션플랜트,"14,970",상승50,+0.34%,500,"8,862","59,196",4.95,"43,559",38.58,9.46,
258,DN오토모티브,"88,400",상승100,+0.11%,500,"8,835","9,994",2.95,"2,389",2.93,27.29,
259,프레스티지바이오파마,"14,550",상승170,+1.18%,0,"8,744","60,096",63.40,"71,992",-26.94,3.99,
260,삼성화재우,"267,500","상승5,000",+1.90%,500,"8,539","3,192",31.71,"2,617",7.09,N/A,
261,대신증권,"16,810",상승60,+0.36%,"5,000","8,535","50,773",9.62,"7,429",10.67,4.69,
262,SK케미칼,"49,250",하락450,-0.91%,"5,000","8,497","17,254",11.99,"4,730",24.23,1.87,
263,ACE 종합채권(AA-이상)KIS액티브,"103,890",하락75,-0.07%,0,"8,495","8,177",0.00,30,N/A,N/A,
264,롯데손해보험,"2,695",상승15,+0.56%,"1,000","8,364","310,336",1.17,"80,938",3.29,19.72,
265,쿠쿠홀딩스,"23,200",상승600,+2.65%,100,"8,250","35,562",11.89,"16,774",6.44,12.72,
266,KODEX 머니마켓액티브,"100,290",상승5,0.00%,0,"8,222","8,198",0.00,"32,146",N/A,N/A,
267,LS에코에너지,"26,650",하락450,-1.66%,500,"8,162","30,625",3.08,"53,318",36.26,2.82,
268,TIGER 미국30년국채프리미엄액티브(H),"9,700",하락15,-0.15%,0,"8,138","83,900",0.04,"462,099",N/A,N/A,
269,효성,"48,400","하락1,200",-2.42%,"5,000","8,102","16,740",6.39,"5,146",78.96,0.00,
270,다우기술,"17,970",상승60,+0.34%,500,"8,063","44,867",22.87,"5,105",3.43,9.35,
271,동아쏘시오홀딩스,"126,700",하락500,-0.39%,"5,000","8,044","6,349",15.52,"1,276",15.76,5.82,
272,TCC스틸,"30,400",하락350,-1.14%,"1,000","7,969","26,214",6.44,"35,237",42.05,-3.57,
273,녹십자홀딩스,"16,860",하락210,-1.23%,500,"7,929","47,028",8.78,"21,867",-11.08,-5.37,
274,LG전자우,"46,100",하락200,-0.43%,"5,000","7,923","17,186",44.33,"9,091",7.49,N/A,
275,하나투어,"49,050",하락150,-0.30%,500,"7,867","16,039",14.33,"10,166",14.22,32.03,
276,한국단자,"75,500",하락200,-0.26%,500,"7,863","10,415",27.78,"28,381",6.67,8.09,
277,보령,"11,420",하락90,-0.78%,500,"7,844","68,690",9.65,"152,600",12.15,7.55,
278,이노션,"19,450",상승80,+0.41%,500,"7,780","40,000",25.78,"3,178",7.64,11.56,
279,TIGER 단기통안채,"108,060",상승25,+0.02%,0,"7,763","7,184",1.64,"3,796",N/A,N/A,
280,TIGER 24-10 회사채(A+이상)액티브,"55,495",상승5,+0.01%,0,"7,700","13,876",0.00,"1,416",N/A,N/A,
281,TIGER Fn반도체TOP10,"11,020",하락500,-4.34%,0,"7,653","69,450",0.27,"462,433",N/A,N/A,
282,TKG휴켐스,"18,680",하락200,-1.06%,"1,000","7,636","40,879",8.36,"10,590",7.55,N/A,
283,하나 CD금리투자 ETN,"101,650",보합0,0.00%,0,"7,624","7,500",0.00,0,N/A,N/A,
284,DI동일,"30,150",하락50,-0.17%,500,"7,603","25,216",4.00,"2,688",91.36,0.55,
285,제주항공,"9,390",하락60,-0.63%,"1,000","7,572","80,641",3.90,"22,834",7.92,44.86,
286,일진하이솔루스,"20,600",하락450,-2.14%,500,"7,481","36,313",3.46,"10,467","1,373.33",0.45,
287,넥센타이어,"7,560",하락120,-1.56%,500,"7,384","97,668",6.88,"5,119",5.31,6.26,
288,현대지에프홀딩스,"4,735",상승25,+0.53%,500,"7,382","155,904",3.90,"38,685",0.44,49.81,
289,N2 KIS CD금리투자 ETN,"52,645",보합0,0.00%,0,"7,370","14,000",0.00,0,N/A,N/A,
290,TIGER 미국배당+7%프리미엄다우존스,"10,300",하락15,-0.15%,0,"7,323","71,100",0.06,"271,939",N/A,N/A,
291,PI첨단소재,"24,900",하락650,-2.54%,500,"7,312","29,366",8.65,"37,100",38.43,-0.55,
292,대상,"21,050",하락200,-0.94%,"1,000","7,293","34,648",20.01,"27,770",10.77,5.11,
293,PLUS 200,"36,690",하락490,-1.32%,0,"7,265","19,800",2.53,"99,717",N/A,N/A,
294,아시아나항공,"9,740",하락60,-0.61%,"5,000","7,248","74,412",6.99,"7,708",-7.11,16.61,
295,KODEX 단기채권,"110,775",상승20,+0.02%,0,"7,220","6,518",0.06,706,N/A,N/A,
296,케이씨텍,"34,600","하락2,600",-6.99%,500,"7,218","20,862",12.28,"47,883",19.03,7.22,
297,아이에스동서,"23,900",하락100,-0.42%,500,"7,215","30,187",6.40,"5,478",16.72,10.90,
298,한화투자증권,"3,355",상승20,+0.60%,"5,000","7,198","214,548",7.24,"192,130",12.71,0.59,
299,SOL 종합채권(AA-이상)액티브,"109,955",하락135,-0.12%,0,"7,175","6,525",0.00,1,N/A,N/A,
300,제이알글로벌리츠,"3,620",하락10,-0.28%,"1,000","7,145","197,376",9.92,"50,053",14.66,2.61,
301,코스모화학,"18,600",하락80,-0.43%,"1,000","7,144","38,408",7.44,"29,993",-24.77,-10.55,
302,롯데관광개발,"9,340",하락10,-0.11%,500,"7,117","76,196",5.80,"68,843",-6.94,-132.87,
303,후성,"6,630",하락40,-0.60%,500,"7,111","107,255",7.58,"47,138",-16.96,-15.89,
304,OCI,"79,300",보합0,0.00%,"5,000","7,099","8,952",9.01,"2,595",6.33,N/A,
305,KOSEF 200TR,"45,880",하락555,-1.20%,0,"7,088","15,450",0.00,"4,362",N/A,N/A,
306,세아베스틸지주,"19,750",하락20,-0.10%,"5,000","7,083","35,862",9.04,"15,283",8.29,6.68,
307,신풍제약,"13,250",하락350,-2.57%,500,"7,021","52,985",8.00,"171,764",-16.65,-19.13,
308,JW중외제약,"29,850",하락100,-0.33%,"2,500","6,951","23,286",10.17,"68,044",20.84,14.63,
309,미원에스씨,"139,000",보합0,0.00%,500,"6,950","5,000",0.47,0,18.13,4.95,
310,비에이치,"20,100",하락550,-2.66%,500,"6,927","34,464",14.07,"110,900",6.97,15.11,
311,세아제강지주,"167,000","상승1,800",+1.09%,"5,000","6,917","4,142",7.82,"1,971",4.52,17.18,
312,한화손해보험,"5,850",상승10,+0.17%,"5,000","6,829","116,739",15.05,"79,406",3.34,6.68,
313,SNT모티브,"46,700","상승1,200",+2.64%,"5,000","6,829","14,623",15.82,"8,581",8.27,9.55,
314,SNT다이내믹스,"20,450",하락500,-2.39%,"2,500","6,800","33,253",6.78,"45,263",7.59,7.29,
315,GKL,"10,970",하락90,-0.81%,500,"6,786","61,856",9.65,"20,792",19.28,11.04,
316,대한유화,"104,200","상승1,000",+0.97%,"5,000","6,773","6,500",7.16,"5,721",117.21,-1.58,
317,TIGER 종합채권(AA-이상)액티브,"54,385",보합0,0.00%,0,"6,696","12,312",0.00,4,N/A,N/A,
318,HD현대마린엔진,"19,520",하락530,-2.64%,"2,500","6,621","33,917",3.99,"120,272",13.32,15.16,
319,동아에스티,"74,900","상승1,000",+1.35%,"5,000","6,618","8,835",21.12,"25,595",-98.68,1.67,
320,한세실업,"16,420",하락380,-2.26%,500,"6,568","40,000",5.66,"29,075",6.64,18.98,
321,SK디스커버리,"34,900",하락150,-0.43%,"5,000","6,556","18,786",13.16,"2,855",9.06,6.63,
322,KCC글라스,"41,000",하락200,-0.49%,"1,000","6,548","15,971",10.77,"2,392",10.93,5.58,
323,케이카,"13,580",상승70,+0.52%,500,"6,543","48,182",7.81,"18,845",19.32,11.80,
324,NHN,"19,310",상승20,+0.10%,500,"6,520","33,766",11.04,"3,073",-15.42,-0.51,
325,HDC,"10,910",상승50,+0.46%,"5,000","6,518","59,742",17.99,"14,313",5.06,4.52,
326,TIGER 인도니프티50,"13,445",하락105,-0.77%,0,"6,501","48,350",0.07,"44,172",N/A,N/A,
327,태광산업,"583,000","하락2,000",-0.34%,"5,000","6,491","1,113",5.51,4,22.83,-0.46,
328,삼아알미늄,"43,950",하락400,-0.90%,500,"6,466","14,712",40.02,"10,692","1,690.38",1.73,
329,TIGER 200 IT,"31,295",하락800,-2.49%,0,"6,384","20,400",0.08,"6,918",N/A,N/A,
330,동원F&B,"32,850",하락250,-0.76%,"1,000","6,339","19,296",10.36,"3,342",5.05,11.72,
331,빙그레,"64,200",하락900,-1.38%,"5,000","6,324","9,851",23.96,"15,143",6.69,14.17,
332,쏘카,"19,140",하락70,-0.36%,100,"6,279","32,805",1.22,"2,180",-11.48,-18.43,
333,TIGER 단기채권액티브,"54,410",보합0,0.00%,0,"6,236","11,462",0.00,"1,778",N/A,N/A,
334,SOL 미국배당다우존스,"10,875",하락25,-0.23%,0,"6,220","57,200",0.13,"64,811",N/A,N/A,
335,삼양홀딩스,"72,500",하락500,-0.68%,"5,000","6,209","8,564",8.36,"1,476",3.46,9.11,
336,드림텍,"9,000",하락100,-1.10%,100,"6,199","68,883",57.53,"26,376",22.90,3.74,
337,카프로,"3,660",보합0,0.00%,500,"6,185","169,000",0.08,0,3.87,"-3,002.99",
338,한국카본,"11,910",하락160,-1.33%,500,"6,182","51,908",3.91,"57,198",-61.08,-3.13,
339,NICE평가정보,"10,140",하락90,-0.88%,500,"6,095","60,108",33.50,"4,616",9.90,15.76,
340,명신산업,"11,590",하락110,-0.94%,500,"6,081","52,470",7.96,"14,002",4.90,33.22,
341,애경케미칼,"12,470",하락30,-0.24%,500,"6,066","48,649",0.95,"215,669",61.43,4.52,
342,RISE 미국나스닥100,"18,985",하락435,-2.24%,0,"6,018","31,700",0.00,"108,922",N/A,N/A,
343,KODEX 인버스,"4,240",상승55,+1.31%,0,"6,008","141,700",1.55,"7,378,291",N/A,N/A,
344,대한해운,"1,858",하락10,-0.54%,500,"5,930","319,177",7.32,"536,010",4.42,4.36,
345,유안타증권,"2,950",상승15,+0.51%,"5,000","5,888","199,597",64.42,"18,984",9.52,4.08,
346,지역난방공사,"50,400",보합0,0.00%,"5,000","5,836","11,579",3.17,"2,592",1.31,10.63,
347,N2 코스피 변동성 매칭형 양매도 ETN,"8,315",보합0,0.00%,0,"5,820","70,000",0.00,0,N/A,N/A,
348,티웨이항공,"2,700",하락40,-1.46%,500,"5,815","215,379",2.18,"302,168",8.68,91.56,
349,교보증권,"5,100",하락50,-0.97%,"5,000","5,812","113,963",1.07,"3,824",10.54,3.93,
350,영풍,"315,000","하락5,000",-1.56%,"5,000","5,802","1,842",4.13,302,-42.63,-1.58,
351,삼성 레버리지 WTI원유 선물 ETN,"1,431",하락37,-2.52%,0,"5,781","404,000",0.00,"310,709",N/A,N/A,
352,현대홈쇼핑,"47,650",하락500,-1.04%,"5,000","5,718","12,000",17.13,"1,704",3.74,6.78,
353,RISE 단기통안채,"112,685",상승5,0.00%,0,"5,714","5,071",0.00,"6,095",N/A,N/A,
354,KG스틸,"5,650",하락70,-1.22%,"5,000","5,650","100,009",5.55,"40,299",3.41,13.09,
355,TIGER 2차전지소재Fn,"5,620",상승50,+0.90%,0,"5,617","99,950",0.19,"555,060",N/A,N/A,
356,TIGER 미국달러단기채권액티브,"12,020",하락5,-0.04%,0,"5,612","46,690",0.00,"29,974",N/A,N/A,
357,TIGER 미국30년국채스트립액티브(합성 H),"47,300",하락160,-0.34%,0,"5,582","11,802",0.09,"24,760",N/A,N/A,
358,KODEX 미국빅테크10(H),"38,715",하락900,-2.27%,0,"5,525","14,270",0.09,"18,531",N/A,N/A,
359,진에어,"10,560",하락210,-1.95%,"1,000","5,512","52,200",3.84,"18,427",4.39,112.52,
360,미래에셋증권2우B,"3,915",상승15,+0.38%,"5,000","5,481","140,000",8.00,"57,034",11.65,N/A,
361,KODEX 미국반도체MV,"21,475",하락985,-4.39%,0,"5,465","25,450",0.03,"373,197",N/A,N/A,
362,신한알파리츠,"6,170",하락100,-1.59%,"1,000","5,436","88,100",9.61,"87,974",70.92,1.68,
363,F&F홀딩스,"13,840",하락40,-0.29%,500,"5,413","39,114",0.10,"1,410",4.66,5.84,
364,TIGER 리츠부동산인프라,"4,675",하락5,-0.11%,0,"5,411","115,750",0.05,"324,116",N/A,N/A,
365,율촌화학,"21,800",하락400,-1.80%,500,"5,406","24,800",5.21,"13,093",72.43,-5.96,
366,KODEX 자동차,"19,580",하락35,-0.18%,0,"5,355","27,350",0.99,"231,461",N/A,N/A,
367,유니드,"78,900","하락2,100",-2.59%,"5,000","5,340","6,768",15.99,"3,738",8.83,1.80,
368,사조대림,"58,100",하락600,-1.02%,"5,000","5,325","9,164",2.47,"11,756",5.41,16.87,
369,LX홀딩스,"6,930",하락50,-0.72%,"1,000","5,286","76,281",10.09,"14,260",4.34,4.82,
370,E1,"76,600",하락600,-0.78%,"5,000","5,255","6,860",6.75,"1,208",4.12,13.90,
371,아세아,"248,000","하락2,500",-1.00%,"5,000","5,247","2,116",7.95,28,5.56,9.06,
372,ACE 200,"36,515",하락475,-1.28%,0,"5,130","14,050",9.31,392,N/A,N/A,
373,흥아해운,"2,120",보합0,0.00%,500,"5,097","240,425",0.87,"1,289,889",15.04,23.02,
374,KB KIS CD금리투자 ETN,"50,825",보합0,0.00%,0,"5,082","10,000",0.00,0,N/A,N/A,
375,신한 레버리지 WTI원유 선물 ETN(H),"1,013",하락28,-2.69%,0,"5,065","500,000",0.00,"153,001",N/A,N/A,
376,삼양사,"48,650",하락350,-0.71%,"5,000","5,017","10,313",5.08,"1,859",4.15,7.58,
377,TIGER 차이나항셍테크,"5,040",하락100,-1.95%,0,"4,982","98,850",0.84,"174,122",N/A,N/A,
378,SOL 초단기채권액티브,"51,780",상승25,+0.05%,0,"4,968","9,594",0.00,"87,592",N/A,N/A,
379,쿠쿠홈시스,"22,100",하락100,-0.45%,100,"4,959","22,437",6.97,"3,588",4.15,14.85,
380,KODEX 반도체,"34,485","하락1,425",-3.97%,0,"4,914","14,250",0.55,"248,914",N/A,N/A,
381,퍼시스,"42,600",하락200,-0.47%,"1,000","4,899","11,500",19.82,194,7.20,13.33,
382,KODEX 인도Nifty50,"13,805",하락65,-0.47%,0,"4,894","35,450",0.05,"224,645",N/A,N/A,
383,바이오노트,"4,795",하락120,-2.44%,500,"4,894","102,056",0.29,"174,342",5.99,-1.30,
384,해성디에스,"28,750",하락600,-2.04%,"5,000","4,888","17,000",16.31,"33,162",7.16,17.55,
385,현대퓨처넷,"4,410",상승105,+2.44%,500,"4,860","110,203",1.43,"306,646",-78.75,-0.25,
386,KODEX 국고채30년액티브,"113,130",하락350,-0.31%,0,"4,841","4,279",0.01,"1,868",N/A,N/A,
387,PLUS 고배당주,"15,550",상승55,+0.35%,0,"4,824","31,020",0.02,"195,985",N/A,N/A,
388,고려제강,"19,210",하락50,-0.26%,"1,000","4,802","25,000",6.67,"2,108",6.67,4.36,
389,KOSEF 국고채10년,"115,970",상승40,+0.03%,0,"4,766","4,110",0.00,"4,911",N/A,N/A,
390,HANARO 200,"36,240",하락515,-1.40%,0,"4,766","13,150",15.40,69,N/A,N/A,
391,신세계인터내셔날,"13,340",하락120,-0.89%,"1,000","4,762","35,700",6.03,"7,041",12.20,4.67,
392,영진약품,"2,600",상승40,+1.56%,500,"4,755","182,893",3.05,"95,085",866.67,-4.32,
393,STX엔진,"20,500",하락400,-1.91%,"2,500","4,717","23,009",3.05,"89,740",22.58,2.19,
394,삼성 인버스 2X 천연가스 선물 ETN C,"94,100","하락3,560",-3.65%,0,"4,705","5,000",0.00,"4,345",N/A,N/A,
395,SK이터닉스,"16,610",하락560,-3.26%,200,"4,664","28,078",2.78,"96,603",N/A,N/A,
396,화승엔터프라이즈,"7,680",하락90,-1.16%,500,"4,653","60,589",6.03,"31,410",-24.08,-5.00,
397,RISE 미국S&P500,"16,205",하락215,-1.31%,0,"4,602","28,400",0.00,"36,453",N/A,N/A,
398,KODEX MSCI Korea TR,"12,340",하락125,-1.00%,0,"4,566","37,000",9.87,336,N/A,N/A,
399,SPC삼립,"52,800","하락1,600",-2.94%,"5,000","4,556","8,629",2.44,"1,665",5.56,12.43,
400,RISE CD금리액티브(합성),"101,565",상승25,+0.02%,0,"4,523","4,453",0.00,178,N/A,N/A,
401,롯데이노베이트,"29,650",보합0,0.00%,"5,000","4,486","15,129",2.04,"166,647",12.76,9.98,
402,ACE 글로벌반도체TOP4 Plus SOLACTIVE,"23,270","하락1,100",-4.51%,0,"4,479","19,250",0.02,"66,818",N/A,N/A,
403,유진투자증권,"4,610",하락15,-0.32%,"5,000","4,466","96,866",6.09,"125,734",25.33,3.09,
404,애경산업,"16,860",하락150,-0.88%,"1,000","4,453","26,410",5.42,"5,783",9.51,13.08,
405,DS단석,"75,700",하락200,-0.26%,500,"4,437","5,861",2.03,"9,560",9.52,19.20,
406,KB스타리츠,"4,375",하락5,-0.11%,500,"4,437","101,414",0.41,"11,694",-42.07,10.56,
407,아세아시멘트,"11,310",상승20,+0.18%,500,"4,355","38,502",6.37,"7,437",4.07,8.96,
408,한일홀딩스,"14,100",상승30,+0.21%,"1,000","4,347","30,833",3.14,"1,745",3.56,7.12,
409,현대차3우B,"181,500","상승9,700",+5.65%,"5,000","4,320","2,380",24.96,"65,728",3.93,N/A,
410,한국쉘석유,"331,500",하락500,-0.15%,"5,000","4,310","1,300",59.23,284,11.22,31.27,
411,자화전자,"19,440",하락440,-2.21%,500,"4,307","22,156",7.47,"26,213",29.91,-6.76,
412,LF,"14,690",하락30,-0.20%,"5,000","4,295","29,240",14.07,551,4.77,5.51,
413,KODEX 은행,"8,880",상승75,+0.85%,0,"4,285","48,250",0.11,"113,970",N/A,N/A,
414,일동제약,"15,100",하락920,-5.74%,"1,000","4,237","28,063",4.03,"170,041",-8.60,-43.75,
415,풀무원,"11,110",하락170,-1.51%,500,"4,235","38,121",2.08,"23,042",22.81,5.35,
416,에이프로젠,"1,493",하락63,-4.05%,500,"4,217","282,470",7.18,"2,517,067",-8.11,-30.65,
417,ACE 미국빅테크TOP7 Plus,"14,040",하락425,-2.94%,0,"4,198","29,900",0.02,"79,284",N/A,N/A,
418,동국제강,"8,450",하락40,-0.47%,"5,000","4,192","49,608",27.97,"26,487",2.70,N/A,
419,맵스리얼티1,"4,490",상승10,+0.22%,0,"4,168","92,834",2.57,"4,347",N/A,N/A,
420,NICE,"11,070",하락100,-0.90%,500,"4,152","37,503",13.61,"7,866",62.19,0.51,
421,KODEX 25-11 회사채(A+이상)액티브,"10,575",하락5,-0.05%,0,"4,149","39,230",0.00,"2,950",N/A,N/A,
422,코람코라이프인프라리츠,"4,675",하락30,-0.64%,500,"4,139","88,534",2.07,"15,245",16.76,2.33,
423,SGC에너지,"28,500",상승500,+1.79%,"5,000","4,107","14,409",3.73,"18,193",4.07,5.96,
424,엘브이엠씨홀딩스,"2,385",하락20,-0.83%,0,"4,092","171,588",11.83,"118,705",-12.11,-10.26,
425,TIGER 미국나스닥100+15%프리미엄초단기,"9,090",하락205,-2.21%,0,"4,090","45,000",0.05,"429,433",N/A,N/A,
426,현대그린푸드,"12,070",하락10,-0.08%,500,"4,089","33,881",12.03,"2,752",7.25,N/A,
427,한전산업,"12,510",하락280,-2.19%,500,"4,078","32,600",5.20,"122,564",19.64,15.53,
428,대신증권우,"15,550",상승10,+0.06%,"5,000","4,043","26,000",10.29,"8,838",9.87,N/A,
429,세아홀딩스,"101,000","상승1,600",+1.61%,"5,000","4,040","4,000",1.18,10,7.70,3.89,
430,KOSEF 200,"36,205",하락460,-1.25%,0,"4,037","11,150",0.00,"17,695",N/A,N/A,
431,ACE 미국배당다우존스,"12,065",하락20,-0.17%,0,"3,994","33,100",0.01,"49,414",N/A,N/A,
432,서연이화,"14,740",하락260,-1.73%,500,"3,984","27,028",7.86,"61,708",2.31,19.68,
433,TIGER 미국테크TOP10+10%프리미엄,"11,685",하락280,-2.34%,0,"3,979","34,050",0.02,"93,662",N/A,N/A,
434,풍산홀딩스,"27,350",하락150,-0.55%,"5,000","3,943","14,417",14.87,"4,889",3.99,8.45,
435,세진중공업,"6,880",하락120,-1.71%,500,"3,911","56,849",3.26,"31,853",41.70,9.92,
436,삼화콘덴서,"37,600",하락950,-2.46%,"1,000","3,909","10,395",5.98,"12,019",16.73,8.90,
437,디아이,"13,670","하락1,160",-7.82%,500,"3,869","28,300",7.60,"245,383",-96.27,2.09,
438,한섬,"16,500",하락130,-0.78%,500,"3,861","23,398",23.93,826,7.10,6.14,
439,KODEX 국고채3년,"60,860",상승30,+0.05%,0,"3,837","6,304",0.00,559,N/A,N/A,
440,신도리코,"38,050",하락350,-0.91%,"5,000","3,835","10,080",11.57,"1,045",6.88,5.65,
441,SOL 조선TOP3플러스,"12,425",상승15,+0.12%,0,"3,833","30,850",0.09,"431,846",N/A,N/A,
442,RISE KIS국고채30년Enhanced,"77,600",하락280,-0.36%,0,"3,826","4,930",0.02,"10,070",N/A,N/A,
443,락앤락,"8,760",보합0,0.00%,500,"3,795","43,326",89.28,614,-8.82,-7.27,
444,삼성FN리츠,"4,900",상승10,+0.20%,500,"3,788","77,300",0.27,"6,229",222.73,0.45,
445,아모레퍼시픽우,"35,800",하락100,-0.28%,500,"3,780","10,558",49.69,"3,684",3.63,N/A,
446,백광산업,"8,410",하락150,-1.75%,500,"3,778","44,918",2.02,"92,541",175.21,3.65,
447,유나이티드제약,"23,050",하락100,-0.43%,500,"3,765","16,334",7.86,"3,972",11.63,13.47,
448,한국자산신탁,"2,985",하락5,-0.17%,500,"3,701","123,978",6.44,"32,624",4.19,13.18,
449,TIGER 미국달러SOFR금리액티브(합성),"53,380",하락135,-0.25%,0,"3,698","6,928",0.01,"1,571",N/A,N/A,
450,조광피혁,"55,500",상승300,+0.54%,"5,000","3,690","6,649",0.40,67,30.99,2.23,
451,LX하우시스,"41,150",하락550,-1.32%,"5,000","3,690","8,968",15.37,"5,285",5.62,7.66,
452,CJ4우(전환),"87,000","하락3,100",-3.44%,"5,000","3,677","4,227",4.44,"4,944",7.19,N/A,
453,SNT홀딩스,"22,550",하락50,-0.22%,500,"3,677","16,304",11.62,861,3.33,8.50,
454,KODEX 선진국MSCI World,"27,830",하락255,-0.91%,0,"3,674","13,200",0.01,"3,682",N/A,N/A,
455,지누스,"17,550",하락210,-1.18%,500,"3,639","20,735",10.17,"39,768",-12.27,0.85,
456,히어로즈 종합채권(AA-이상)액티브,"107,860",하락10,-0.01%,0,"3,627","3,363",0.00,1,N/A,N/A,
457,삼천리,"89,300",하락200,-0.22%,"5,000","3,621","4,055",7.63,"1,708",3.24,8.23,
458,한국철강,"8,520",하락60,-0.70%,"1,000","3,617","42,450",7.74,"3,896",10.94,8.26,
459,히어로즈 머니마켓액티브,"51,035",상승10,+0.02%,0,"3,616","7,086",0.03,44,N/A,N/A,
460,PLUS 종합채권(AA-이상)액티브,"110,690",하락10,-0.01%,0,"3,552","3,209",0.00,1,N/A,N/A,
461,부광약품,"5,180",보합0,0.00%,500,"3,546","68,455",4.70,"9,031",-11.56,-12.80,
462,이아이디,"1,392",보합0,0.00%,200,"3,541","254,384",2.13,0,-8.81,-49.27,
463,스틱인베스트먼트,"8,490",상승40,+0.47%,500,"3,538","41,678",21.19,"8,695",11.11,11.38,
464,TIGER 2차전지TOP10,"10,880",상승260,+2.45%,0,"3,536","32,500",1.11,"821,067",N/A,N/A,
465,삼성SDI우,"217,000","상승5,000",+2.36%,"5,000","3,511","1,618",18.79,987,8.95,N/A,
466,HL홀딩스,"34,400",하락350,-1.01%,"5,000","3,498","10,169",8.02,"1,245",12.69,5.01,
467,한화리츠,"4,950",하락30,-0.60%,500,"3,495","70,600",0.05,"5,121",110.00,N/A,
